firm_name,cluster_id,entity_type,PC1,PC2,PC3,PC4,PC5,PC6,PC7
"Phillips & Garcia, LLP",Outcome Specialists,firm,-1.5018273963233595,-3.409380124104642,-0.1895348494245765,0.9788498569823,0.12353025433295044,0.210883260528908,-0.6991124157840549
"Carter, Davis & Partners",Efficient Volume Handlers,firm,2.0831569294891232,1.132305131141672,0.3549175022249981,0.6224783872543896,0.24453769262452751,-0.8967111239004399,0.018652805808885148
"Campbell & Kennedy, LLP",Efficient Volume Handlers,firm,1.8231310201178819,-0.2422132777372206,1.1760002298161103,0.9707514657522078,-0.4475682170218445,-0.06201100296588212,0.2283269056876243
"Turner, Thompson & Carter, P.C.",Outcome Specialists,firm,-0.5168478207045376,-1.1032983779502359,0.024566848743869128,1.0365664664178091,-1.394870353631912,0.9836352518374634,0.3515310697313951
"Collins, Turner & Partners",Efficient Volume Handlers,firm,0.7882509224496479,0.5720610247242941,0.794665190919804,-0.767347437249425,-1.7173277442310615,1.13393046082985,-0.0911838203305949
"Edwards, Lewis & Partners",Outcome Specialists,firm,0.03736078275739655,-0.4012718816344322,-0.3704562156638557,0.8752389030838303,-0.7230582523369843,-0.7728821087576737,0.17035252504257495
"Taylor & Campbell, LLP",Outcome Specialists,firm,0.5969683038758241,-2.4904421704692576,-2.0460822832721846,-0.44209200298388573,1.7120979919316652,-0.2762273535210237,0.8224606615644233
"Foster, Nelson & Thompson, P.C.",Efficient Volume Handlers,firm,1.112958287147012,-0.6526165458524184,0.987467581801722,-0.49838537743388495,0.15439819426444232,-0.16234431113660733,0.544174621374946
"Edwards & Parker, LLP",High-Value Core Firms,firm,-1.4451943298828742,0.8448153726890603,0.14407484187777334,1.003822838473457,0.11614800311644682,-0.7661933795043518,-0.4318034970117426
"Jackson, Scott & Partners",High-Value Core Firms,firm,-0.4795901431736405,0.0772139209816397,0.870901599849429,0.6279137384261821,0.5649950280164446,-0.19523806073970618,0.26546066509058663
"Carter & Associates, LLP",Efficient Volume Handlers,firm,-0.2280191763072529,0.2344536949411627,1.1722061112506978,1.4214653728602864,0.47178857338427205,-0.8077794820672008,0.49642333800896543
"Turner, Phillips & Partners",High-Cost/ Underperformers,firm,1.4356638994698971,0.4901728327666903,-2.4299894345474224,0.0649152877296875,0.8014810743359925,0.03157672834559785,0.29905569626272344
"White, Scott & Parker, P.C.",Outcome Specialists,firm,0.4449553624754116,-0.9621770624306719,-1.050928848236773,-0.2125756489017459,-0.7834507838846786,-0.0649273661519718,1.16107723332866
"Hughes, Martin & Partners",Efficient Volume Handlers,firm,1.1784442397301251,-0.6275325909479315,-0.4144389695410115,-1.1793907399923445,0.0420667678002321,-0.6064427775102194,-0.5242094810850556
"Parker & Associates, LLP",High-Value Core Firms,firm,-2.6557041537270694,-0.6715353984483667,0.33453636536337855,-0.4318583884661503,-0.5501103213588803,-0.5737937427279532,-0.004876780457825504
"Nelson, Carter & Partners",Efficient Volume Handlers,firm,4.744159525032098,0.871720637687254,-0.23208875187285202,-0.6969761788860687,0.5733981653820992,-0.3932748647195179,-1.4965513023169958
"Thompson, Henderson & Roberts, P.C.",Efficient Volume Handlers,firm,1.7478084455328384,-0.7936666353441558,0.8845471181561477,0.9294148826798369,-0.035735379789273505,-0.4327077413047495,0.40370928722118554
"Young & Thompson, LLP",Efficient Volume Handlers,firm,1.8001362877912883,-0.7004602610251384,0.8506361937314858,-0.5492156668242243,0.2258554560151098,-0.7079344169108447,0.20550109114912385
"Phillips, Roberts & Partners",Outcome Specialists,firm,0.18791145428255218,-1.5283183808230345,-0.0019555261852130996,-0.8715479275320638,-0.5299592182410859,-0.39875854770186075,0.7391434552147331
"Young & White, LLP",Efficient Volume Handlers,firm,0.1767270281523459,-0.9432455745938626,0.9216314214216623,-0.07223601623683404,0.8607851183802265,-0.507089566578461,0.24097390628953883
"Murphy & Williams, LLP",Outcome Specialists,firm,-0.4031707211174492,-0.4916325275684099,-0.007445100469311997,-0.24443860046101937,-0.5651225064417891,-0.9074456107507646,-0.26358548957501415
Sanchez Baker Law Group,High-Value Core Firms,firm,-0.7886024897083489,-0.2187871912218721,0.4939183878198371,-0.4622545873343927,-0.5279300309053998,0.9057247786006589,0.2012372661176415
"Henderson & Edwards, LLP",Efficient Volume Handlers,firm,0.43220019810219457,0.7746700494420313,0.8238417828223588,0.5907464854300999,0.19025594679641844,0.32763172218990805,-0.6869708100421195
"Kennedy, Nelson & Foster, P.C.",Efficient Volume Handlers,firm,-0.20530052459476114,2.0021999333256195,0.8631392279011002,0.12874031745635664,-0.9554318751237406,0.013199890360416189,-0.8583923766200825
"Taylor, Young & Collins, P.C.",Efficient Volume Handlers,firm,0.5745715214528291,-0.13828525932304556,1.2269584869625538,-0.7826090547894493,-0.05077969400112745,-1.1336611518255655,-0.4208554788127395
"Walker, Taylor & Murphy, P.C.",Efficient Volume Handlers,firm,0.48955902313803085,0.38693105711560694,0.9365701995470094,0.9754096704564006,0.8626129607774122,0.5065324602628594,-0.11248081792693955
Turner Murphy Law Group,Outcome Specialists,firm,-0.36902022419359665,-2.14794118245569,-1.2904742684025694,0.7417026893290473,-0.7550548649784178,-0.7354947539465986,-0.33891653350183176
"Stevens & Lewis, LLP",Efficient Volume Handlers,firm,0.10828670695487405,0.1417255424232317,1.2753052891748955,0.9740119704647002,-0.5607733259385996,-0.5799003699514469,0.1665894180852811
"Hughes, Garcia & Lewis, P.C.",Outcome Specialists,firm,1.2435845088244017,-3.63836307727101,-0.22811356246755352,-0.585834564320943,1.0271707624082471,0.5816618948642079,-1.312851679852061
Anderson Young Law Group,High-Value Core Firms,firm,-1.6980349810895876,-0.2634975625811045,0.7556426442909786,0.4628634811377685,-0.3494851283043098,-0.773463448383003,0.4069786052051929
"Nelson & Associates, LLP",High-Value Core Firms,firm,-1.5320193231514574,0.5033260734523917,-0.7131767831794976,-0.20783376319087213,-0.20398458880322012,0.8340766266373079,-0.363761627165167
"Scott, Phillips & Partners",High-Cost/ Underperformers,firm,-1.4116135575893203,1.4923731968077334,-2.79012385838251,-0.5890232646310176,0.39954740952569606,-0.5911165926294072,-0.48779414822188427
"Campbell & Associates, LLP",High-Cost/ Underperformers,firm,1.5910486670362036,0.4423205190583947,-2.642134841628382,0.060195622283923195,-0.5791674726723003,-0.6301519029942249,1.1031999808949406
"Taylor & Associates, LLP",Efficient Volume Handlers,firm,2.6286901564160154,-1.5661073722720034,-0.11307351965201504,-0.5410726188343972,-1.2221150761936754,0.7298879939102065,0.7076143224638571
"Campbell, Jackson & Carter, P.C.",High-Cost/ Underperformers,firm,0.4072174192109011,0.5117804686878765,-0.7516327666517143,-0.7117952633352685,0.05916386215050918,-0.8728609449572031,-0.15244342660520918
Walker Henderson Law Group,Efficient Volume Handlers,firm,2.2753578664791703,-0.9064281244265305,0.393418633154815,0.6099051414751754,0.7262299671810647,0.5615840075580022,0.22603231244170743
"Campbell, Davis & Partners",High-Value Core Firms,firm,-1.4095830865172254,-1.0709132962035974,0.8034961771363931,0.08371790846724712,-0.02303003458494964,0.7694079297394477,0.4891655831942656
"Garcia, Davis & Partners",High-Value Core Firms,firm,-1.2193745089535661,0.19273080383125848,0.3696653834687895,-0.5502745453519948,0.365788522126136,0.5581049410749673,0.2930348147470065
"Baker, Carter & Partners",High-Cost/ Underperformers,firm,0.8424553426883511,-0.3072598494755454,-1.8691992879540342,0.44820179929426657,-0.45039721225256973,0.8633200828466799,1.38505874806271
Stevens Garcia Law Group,Outcome Specialists,firm,-1.5501035374480392,-1.0979881661486808,-3.5915989339607517,0.39317011749554764,0.1638595335058783,-0.4076688759730496,-0.9668266906052295
"Scott & Williams, LLP",Outcome Specialists,firm,-0.8772102506729919,-0.9452039395908893,0.7115408269561952,-0.09095351482212093,-0.4460184371099637,-0.594594348307824,-0.019622024394147584
"Young & Associates, LLP",Efficient Volume Handlers,firm,0.27741961280561583,0.456102137492185,0.9605778141001744,-0.768906045497907,0.20905926316537385,0.3825143287553327,0.49152972006842904
"Parker & Collins, LLP",Outcome Specialists,firm,-1.0461005445445424,-1.7467389117698842,0.4804220977582148,-1.0831918858627476,0.22279349990650973,0.3298662301857307,0.4957758418450479
"Roberts, Mitchell & Williams, P.C.",Outcome Specialists,firm,0.273702839984982,-2.5081446821534406,-0.7395208712658613,-1.2424605646323363,-0.1274381163610197,0.4891125755648153,0.19103738121421415
"Baker, Kennedy & Scott, P.C.",High-Value Core Firms,firm,-3.4749725235524265,1.4153655879148674,0.2295620649568143,0.3775035632461873,0.38667686858033734,-0.3376159301666053,0.28322881389821175
Baker Parker Law Group,High-Value Core Firms,firm,-1.3576840495803622,0.28769169501151787,0.3899910546586262,0.08828190755908115,1.0142473227133721,0.09782654579013,-0.34417683724936343
"Scott, Henderson & Sanchez, P.C.",High-Value Core Firms,firm,-1.4176085569186105,0.885618818327968,0.17592645104806268,-1.3430087336639225,0.1698037762806302,0.5275845749164408,-0.183151147738632
"Roberts, Lewis & Jackson, P.C.",High-Value Core Firms,firm,-1.426273601280282,-0.29463630249503403,-0.2923090196419865,-0.6479336588498782,-0.5645640256268621,0.18225364429768484,0.6174524253981641
"Taylor, Lewis & Partners",High-Cost/ Underperformers,firm,0.8627017890968189,4.048896093567677,-0.9451963128670211,-1.6725514028222976,0.7178056502607276,0.5277196373106908,-0.5046946930147627
"Young & Sanchez, LLP",Efficient Volume Handlers,firm,0.8100897525946827,0.2096238861703447,1.166188365911801,-0.06325087566534027,0.3988863677399113,0.7368610054420928,-0.09760735279712487
